timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm CT,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-16 13:36,497,,,,500,339,,491,,,875,,368,440,388,,,519,2767,2282,484,5143,3876,,,772,995,192,1018,3275,614,4859,,309,451,,450,,4832,,,,463,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:41,497,2212,,,500,339,,491,,,875,,368,440,388,,471,519,2767,2282,449,4963,3876,,,772,995,177,1018,,614,4914,,309,451,,450,,4832,,,,463,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:46,482,2212,,,500,339,,491,,,875,,368,440,388,,471,519,2767,2282,449,4963,3876,,,772,995,177,1018,,614,4914,,309,451,,450,,4832,,,,448,2114,4884,,1751,431,488,,1418,,,462,381,,,,244,1921,739,1994,
2026-09-16 13:51,,2212,,,500,339,,,,,830,,,,,,,519,2767,2367,484,4963,3876,,,772,995,177,1018,,614,4914,,309,436,,450,,5027,,,5565,448,2069,4884,,1786,431,488,,1418,,,462,381,,688,,244,1921,589,1994,6809
2026-09-16 13:56,497,2212,,,500,339,,491,,,830,,,,,,,519,2767,2367,484,4963,3876,,,772,995,177,1018,,584,4914,,309,436,,420,,5027,,,5565,448,2069,4884,,1786,431,488,,1418,,,462,381,,688,,244,1921,589,1994,6809
2026-09-16 14:01,497,2212,,,500,339,,491,,,830,,,,,,,519,2767,2367,484,4963,3876,,,772,995,177,1018,,584,4914,,309,436,,420,,5027,,,5565,448,2069,4884,,1786,431,488,,1418,,,462,381,,688,,244,1921,589,1994,6809
2026-09-16 14:02,482,2212,5643,,,339,,491,,5457,,,,,,,,519,2767,2367,484,5323,3876,,,797,970,177,1018,3275,584,4969,,309,421,,420,,4832,,,5635,448,2069,4884,,1786,416,468,,1418,,,442,381,,688,,244,1921,739,1994,6809
2026-09-16 14:04,482,2212,5643,,,339,,491,,5457,,,,,,,,519,2767,2367,484,5323,3876,,,797,970,177,1018,3275,584,4969,,309,421,,420,,4832,,,5635,448,2069,4884,,1786,416,468,,1418,,,442,381,,688,,244,1921,739,1994,6809
2026-09-16 14:06,482,2212,5643,,,339,,491,,5457,,,,,,,,519,2767,2367,484,5323,3876,,,797,970,177,1018,3275,584,4969,,309,421,,420,,4832,,,5635,448,2069,4884,,1786,416,468,,1418,,,442,381,,688,,244,1921,739,1994,6809
2026-09-16 14:11,482,2212,5643,,545,319,,491,,5457,,,,440,,,,479,2767,2282,484,5143,3931,,,772,970,177,1018,,584,4914,,309,421,,405,,4832,,,5635,433,2069,4884,5496,1786,416,468,,,,,442,381,,688,,244,1881,739,1994,6809
2026-09-16 14:16,467,2212,5643,,545,319,,491,,5457,,,,440,,,,479,2767,2282,484,5143,3931,,,772,970,177,1018,,554,4914,,309,421,,405,,4832,,,5635,433,2069,4884,5496,1786,416,468,,1418,,,442,381,,688,,244,1881,739,1994,6809
2026-09-16 14:21,467,2212,5643,,500,319,2310,491,,5457,,,,440,,,,479,2767,2197,,,3931,,,772,970,177,1018,,524,4969,,309,421,,390,,4962,,,5635,,2069,4884,5496,1786,416,448,,1418,,,,381,,688,,244,1881,739,1994,6809
2026-09-16 14:26,467,2212,5643,,500,339,2310,491,,5457,,,,440,,,,439,2767,2197,,,3931,,,772,970,177,1018,,524,4969,,309,421,,390,,4962,,,5635,433,2069,4884,5496,1786,416,448,,1418,,,442,381,,688,,244,1881,769,1994,6809
2026-09-16 14:31,467,2212,5643,,500,319,2310,491,,5457,,,,440,,,,439,2767,2197,,,3931,,,772,970,177,1018,,524,4969,,309,421,,390,,4962,,,5635,,2069,4884,5496,1786,416,448,,1418,,,,381,,688,,244,1881,769,1994,6809
2026-09-16 14:36,467,2212,5643,,545,319,2310,491,,5522,830,,,,,,,439,2767,2197,484,4963,3986,,,772,,192,1018,,494,4969,,309,406,,405,,4832,,,5635,433,2069,4884,5571,1786,416,448,,1418,,,442,381,,688,,244,1921,769,1994,6809
2026-09-16 14:41,467,2212,5643,,500,359,2310,491,,5522,,,,440,,,,479,2767,,484,,3986,,,772,970,177,1018,,,4969,,309,406,,,,,,,5635,433,2069,4884,5571,1786,416,448,,1418,,,442,381,,688,,244,1921,769,1994,
2026-09-16 14:46,452,2212,5643,,500,359,2310,491,,5522,,,,440,,,,479,2767,,519,,4041,,,772,970,177,1018,,554,4969,,309,406,,390,,4897,,,5635,418,2069,4884,5571,1786,416,448,,1418,,,422,381,,688,,244,1921,799,1994,6954
2026-09-16 14:51,467,2212,5718,,500,339,2310,491,,5522,,,,,,,,479,2767,,519,,4041,4107,,772,970,177,1018,,554,4969,,309,406,,420,,,,,5635,418,2069,4979,5646,1786,416,448,5967,1418,,,402,381,,688,4549,244,1881,769,1994,6954
2026-09-16 14:56,467,2212,5718,,500,339,2310,491,,5522,,,,,,,,479,2767,,519,,4041,4107,,772,970,177,1018,,554,4969,,309,406,,420,,,,,5635,418,2069,4979,5646,1786,416,448,5967,1418,,,402,381,,688,4549,244,1881,769,1994,6954
2026-09-16 15:01,467,2212,5718,,,319,2310,491,,5522,,,,,,,,479,2767,,484,5143,4041,4107,,797,995,177,1018,3275,494,5024,,309,406,,405,,4962,,,5635,433,2069,4979,5646,1786,416,448,5967,1418,,,402,381,,688,4549,244,1881,799,1994,6954
2026-09-16 15:06,467,2212,5718,,,319,2310,491,,5522,,,,,,,,479,2767,,484,5143,4041,4107,,797,995,177,1018,3275,494,5024,,309,406,,405,,4962,,,5635,433,2069,4979,5646,1786,416,448,5967,1418,,,402,381,,688,4549,244,1881,799,1994,6954
2026-09-16 15:11,467,2247,5718,,,319,2310,491,,5522,,,,440,,,,479,2767,,484,5323,4041,4107,,797,995,,1018,3275,494,4969,,,406,,405,,4962,,,5635,433,2069,5074,5646,1786,416,468,5967,1418,,,422,381,,688,4549,224,1881,799,1994,6954
2026-09-16 15:16,467,2247,5718,,545,319,2310,491,,5522,,,,440,,,,459,2767,,484,5323,4041,4107,,797,995,,1018,3275,494,4969,,309,406,,405,,4962,,,5635,433,2069,5074,5646,1786,416,468,5967,1418,,,422,381,,688,4549,224,1881,799,1994,6954
2026-09-16 15:17,467,2247,5718,,545,319,2310,491,,5522,,,,440,,,,459,2767,,484,5323,4041,4107,,797,995,,1018,3275,494,4969,,309,406,,405,,4962,,,5635,433,2069,5074,5646,1786,416,468,5967,1418,,,422,381,,688,4549,224,1881,799,1994,6954
2026-09-16 15:21,482,2247,5718,,500,339,2310,491,,5522,830,524,,440,,,,519,2767,,484,5323,4041,4107,,797,995,177,1018,3275,,4969,,309,406,,405,,4962,,,5635,433,2069,5074,5646,1786,401,448,5967,1418,,,422,381,,,4549,244,1881,799,1994,7099
2026-09-16 15:22,482,2247,5718,,500,339,2310,491,,5522,830,524,,440,,,,519,2767,,484,5323,4041,4107,,797,995,177,1018,3275,554,4969,,309,406,,405,,4962,,,5635,433,2069,5074,5646,1786,401,448,5967,1418,,,422,381,,,4549,244,1881,799,1994,7099
2026-09-16 15:26,482,2247,5718,,500,339,2310,491,,5522,830,524,,440,,,,519,2767,,484,5323,4041,4107,,797,995,177,1018,3275,554,4969,,309,406,,405,,4962,,,5635,433,2069,5074,5646,1786,401,448,5967,1418,,,422,381,,,4549,244,1881,799,1994,7099
2026-09-16 15:31,482,2247,5718,,500,339,2310,491,,5522,830,524,,440,,,,499,2767,,484,,4041,4107,,797,995,177,,3275,554,4969,,309,406,,420,,4962,,,5635,433,2069,5074,5646,1786,401,448,5967,1418,,,422,381,,,4549,244,1881,769,1994,7099
2026-09-16 15:36,482,2247,5718,,500,339,2310,491,,5522,830,,,440,,,,499,2767,,484,5143,4096,4107,2293,772,,,953,,554,4969,,309,406,,420,,4962,,,5635,433,2069,5074,5646,1786,401,468,5967,1418,,,422,381,,,4614,244,1921,769,1994,6809
2026-09-16 15:41,482,2247,5718,,500,339,2310,491,,5522,875,,,440,,,,499,2767,,,5143,4096,4107,2293,772,970,177,953,,554,4969,,309,406,,420,,5027,,,5635,418,2069,5074,5646,1786,401,468,5967,1418,5494,,422,381,,,4614,244,1921,769,1994,
2026-09-16 15:46,482,2247,5718,,500,319,2310,491,,5522,875,,,440,,,,499,2767,,519,5143,4096,4107,2293,772,970,177,1018,3275,524,4969,,309,406,,420,,5027,,,5635,418,2069,5074,5646,1786,401,468,5967,1418,5494,,422,381,,,4614,244,1921,739,1994,6954
2026-09-16 15:51,482,2247,5718,,500,319,2310,491,,5522,,,,,,,,499,,,519,,4096,4107,2333,772,995,177,953,3275,494,4914,,309,406,,390,,5027,,,5705,418,2069,5074,5646,1786,401,448,5967,,5494,,442,381,,,4614,244,1921,739,1994,6954
2026-09-16 15:56,482,2247,5718,,500,339,2310,491,,5522,875,,,,,,,519,2767,,519,,4096,4107,2333,772,995,177,953,3275,494,4914,,309,406,,390,,5027,,,5705,418,2069,5074,5646,1786,401,448,5967,1418,5494,,442,381,,,4614,244,1921,769,1994,6954
2026-09-16 16:01,482,2247,5718,,,339,2310,491,,5522,965,,,440,,,,519,2767,,519,,4151,4162,2333,772,,177,1018,3275,494,,,309,406,,390,,4962,,,5705,418,2069,5074,5646,1786,401,448,5967,1418,5494,,422,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:06,482,2247,5718,,,339,2310,491,,5522,965,,,440,,,,519,2767,,519,,4151,4162,2333,772,,177,1018,3275,494,,,309,406,,390,,4962,,,5705,418,2069,5074,5646,1786,401,448,5967,1418,5494,,422,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:11,482,2247,5718,,590,339,2310,491,,5522,,,373,,,,,479,2767,,519,,4151,4162,2333,772,970,177,1018,3275,494,4914,,309,406,,390,,4962,,,5705,418,2069,5074,5571,1786,401,448,5967,1418,5494,,422,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:16,467,2247,5718,,590,339,2310,491,,5522,875,,373,,,,,479,,,519,,4151,4162,2333,772,970,177,1018,3275,524,4914,,309,406,,405,,4962,,,5705,418,2069,5074,5571,1786,401,448,5967,1418,5494,,422,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:21,467,2247,5718,,500,319,2310,491,,5522,920,,373,440,,,,479,2767,,519,,4151,4162,2333,772,970,177,953,3275,524,4914,,309,406,,,,5027,,,5705,418,2069,5074,5571,1786,386,,5967,1418,5494,,442,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:26,467,2247,5718,,500,319,2310,491,,5522,920,,373,440,,,,479,2767,,519,,4151,4162,2333,772,970,177,953,3275,524,4914,,309,406,,405,,5027,,,5705,418,2069,5074,5571,1786,386,,5967,1418,5494,,442,381,,,4614,244,1881,769,1994,7099
2026-09-16 16:31,467,2247,5718,,500,339,2310,476,,5522,965,,373,440,,,,479,2767,,,,4151,4162,2333,772,970,177,953,3275,524,4914,,309,406,,,,5027,,,5705,418,2069,5074,5571,1786,386,,5967,1418,5494,,442,381,,,4614,244,1881,799,1994,7099
2026-09-16 16:36,482,2212,5718,,,339,2310,476,,5522,965,,373,,,,,479,2767,,484,5143,4151,4107,2373,772,970,,1018,,494,4914,,309,406,,390,,5027,,,5705,418,2069,5074,5571,1786,386,,5967,1418,5614,,422,381,,,4614,244,1881,799,1994,7099
2026-09-16 16:41,482,2212,5718,,500,319,2310,476,,5522,875,,373,,,,,459,2767,,484,5143,4151,4107,2373,772,970,,1018,,494,4914,,309,406,,390,,5027,,,5705,418,2069,5074,5571,1786,386,,5967,1418,5614,,422,381,,,4614,244,1881,739,1994,7099
2026-09-16 16:46,482,2212,5718,,500,319,2310,476,,5457,875,,,440,,,,459,2767,,484,5143,4151,4162,2373,772,970,177,1018,,524,4914,,309,406,,390,,4897,,,5705,418,2069,5074,5571,1821,386,448,5967,1418,5614,,422,381,,,4614,244,1881,739,1994,7099
2026-09-16 16:51,467,2247,5718,,500,339,2310,476,,5457,875,,373,440,,,,499,2767,,519,5143,4151,4107,2373,772,970,177,1018,,524,4914,,309,406,,390,,4962,,,5705,418,2069,5074,5571,1821,386,,5967,1418,5614,,422,381,,,4614,244,1881,739,1994,7099
2026-09-16 16:56,467,2247,5718,,500,339,2310,476,,5457,875,,373,440,,,,499,2767,,519,5143,4151,4107,2373,772,970,177,1018,,524,4914,,309,406,,390,,4962,,,5705,418,2069,5074,5571,1821,386,,5967,1418,5614,,422,381,,,4614,244,1881,739,1994,7099
2026-09-16 17:01,467,2247,5718,,545,,2310,476,,5457,875,,373,440,,,,479,2767,,,,4151,4107,2373,772,970,,953,3275,,4914,,,406,,375,,4962,,,5705,418,2069,4979,5571,1821,386,448,5967,1418,5614,,422,381,,,4614,244,1881,739,1994,7099
2026-09-16 17:06,467,2247,5718,,545,299,2310,476,,5457,875,,373,440,,,,479,2767,,,,4151,4107,2373,772,970,,953,3275,524,4914,,309,406,,375,,4962,,,5705,418,2069,4979,5571,1821,386,448,5967,1418,5614,,422,381,,,4614,244,1881,769,1994,7099
2026-09-16 17:11,467,2247,5718,,,299,2310,476,,5457,,,,,,,,499,2767,,519,,4151,4107,2373,772,970,,953,3275,524,4914,,309,406,,375,,4962,,2268,5635,418,2069,4979,,1821,386,448,5967,1418,5614,,422,381,,,,,1881,769,1994,7099
2026-09-16 17:16,482,2247,5643,,,339,2310,476,,5457,,,,,,,,499,2767,,519,,4096,4107,2373,772,970,177,1018,,524,4914,,309,406,,405,,4832,,2268,5635,418,2069,5074,5571,1821,386,448,5967,1418,5614,,422,381,,,4549,244,1881,769,1994,7099
2026-09-16 17:21,467,2247,5643,,500,339,2310,476,,5457,,,373,,,,,479,2767,,484,,4096,,,,970,,1018,,524,,,309,406,,375,,4897,,2268,5635,418,2069,5074,5571,1821,386,448,5967,1418,5494,,422,381,,,4549,244,1881,769,1994,6954
2026-09-16 17:26,467,2247,5643,,500,339,2310,476,,5457,,,373,,,,,479,2767,,484,,4096,,2413,,970,,1018,,524,,,309,406,,375,,4897,,2268,5635,418,2069,5074,5571,1821,386,448,5967,1418,5494,,422,381,,,4549,244,1881,769,1994,6954
2026-09-16 17:31,467,2247,5643,,500,339,2310,476,,5457,,,373,,,,,479,2767,,484,,4096,,2413,,970,,1018,,524,,,309,406,,375,,4897,,2268,5635,418,2069,5074,5571,1821,386,448,5967,1418,5494,,422,381,,,4549,244,1881,769,1994,6954
2026-09-16 17:36,467,2212,5643,,,339,2310,476,,5457,,524,373,,,,,459,2767,,484,5143,4041,,2413,772,970,177,1018,,494,,,309,406,,390,,4832,,,5635,418,2069,5074,5571,1821,386,448,5967,1418,5494,,442,381,,,4549,244,1881,769,1994,6954
2026-09-16 17:41,467,,5643,,500,319,2310,476,,5457,,,373,440,,,,519,2767,,484,5143,4041,,2413,772,970,177,1018,,494,,,309,406,,405,,4832,,2303,5635,433,2069,4979,5571,1821,386,448,5967,1418,5494,,442,381,,,4549,244,1881,739,1994,6954
2026-09-16 17:46,467,2247,5643,,500,319,2310,476,,5457,,,373,440,,,,519,2767,,484,5143,4041,,2413,772,970,177,1018,,524,,,309,406,,405,,4832,,2303,5635,433,2069,4979,5571,1821,386,448,5967,1418,5494,,442,381,,,4549,244,1881,739,1994,6809
2026-09-16 17:51,467,2247,5643,,545,339,2310,476,,5457,,,373,,,,,519,2767,,519,5143,3986,,2413,772,970,177,953,,524,,,309,421,,405,,,,2268,5565,433,2069,4979,5571,1821,386,448,5967,1418,5494,,442,381,,,,244,1881,739,1994,6809
2026-09-16 17:56,467,2247,5643,,545,339,2310,476,,5457,,,373,,,,,519,2767,,519,5143,3986,,2413,772,970,177,953,,524,,,309,421,,405,,,,2268,5565,433,2069,4979,5571,1821,386,448,5967,1418,5494,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:01,467,2247,5643,,545,339,2310,476,,5457,,,373,,,,,519,2767,,519,5143,3986,,2413,772,970,177,953,,524,,,309,421,,405,,4767,,2268,,433,2069,4979,5496,1821,386,,5967,1418,,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:06,467,2212,5643,,500,319,2310,476,,,830,,373,,,,,519,2767,,,5143,3986,,2413,772,970,177,953,,494,,,309,421,,405,,4767,,2268,,433,2069,4979,5496,1821,386,468,5967,1418,,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:11,467,2212,,,500,319,2310,476,,,,524,373,,388,,,519,2667,,484,4963,3986,,2413,,,177,1018,3275,524,,,309,421,,390,,,,2303,,433,2069,4884,5496,1821,386,468,5967,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 18:16,467,2212,,,500,319,2310,476,,,,524,373,,388,,,519,2667,,484,4963,3986,,2413,,,177,1018,3275,524,,,309,421,,390,,,,2303,,433,2069,4884,5496,1821,386,468,5967,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 18:21,467,2212,,,545,299,2310,476,,,830,,373,,388,,,519,2667,,,4963,3986,,2413,,,177,1018,3275,524,,,309,421,,390,,,,2303,,433,2069,4884,5496,1821,,468,5967,1418,,,442,381,,,,244,1881,769,1994,
2026-09-16 18:26,467,2212,,,545,299,2310,476,,,830,,373,440,388,,,519,2667,,519,4963,3931,,2413,772,,177,,,524,,,309,421,,390,,,,2268,,433,2069,4979,,1821,401,468,5967,1418,,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:31,467,2212,,,545,,2310,476,,,,,373,440,388,,,519,2667,,484,4963,3931,,2373,772,,177,,,,,,309,421,,390,,,,2268,,433,2069,4979,,1821,401,468,5967,1418,,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:36,467,,,,545,,2310,476,,,875,,,440,388,,471,519,2667,,484,4963,3931,,2373,772,,,953,,554,,,309,421,,390,,,,2268,,433,2069,4979,,1821,401,468,5967,1418,,,442,381,,,,244,1881,769,1994,6954
2026-09-16 18:41,467,,,,500,299,2310,,,,830,,,,388,,471,519,2767,,484,4963,3931,,2333,772,,177,953,,554,,,309,421,,375,,,,2268,,433,2069,4884,,1821,401,468,5967,1418,,,,381,,,,244,1881,769,1994,6954
2026-09-16 18:46,482,,,,500,299,2310,476,,,830,,,,388,,471,519,2767,,484,4963,3931,,2333,772,,177,953,,494,,,309,421,,375,,,,2268,,433,2069,4884,,1821,401,468,5967,1418,,,442,381,,,,244,1881,769,1994,6809
2026-09-16 18:51,482,,,,500,299,2310,476,,,830,524,,,388,,471,519,,,484,4963,3931,,2333,,970,177,953,,,,,309,421,,,,,,2268,,433,2069,4884,,1821,401,468,5967,1418,,,442,381,,,,244,1881,769,1994,6954
2026-09-16 18:56,482,,,,500,299,2310,476,,,830,524,,,388,,471,519,2667,,484,4963,3931,,2333,,970,177,953,,524,,,309,421,,420,,,,,,433,2069,4884,,1821,401,468,5967,1418,,,442,381,,,,244,1881,799,1994,6954
2026-09-16 19:01,467,2212,,,500,299,2310,476,,,830,,,,388,,471,519,2667,,484,4963,3931,,2333,772,970,177,953,,494,,,309,421,,405,,,,,,433,2069,4884,,1821,401,468,5967,1378,,,442,381,,,,304,1881,769,1994,6954
2026-09-16 19:06,467,2212,,,500,299,2310,476,,,830,,,,388,,471,519,2667,,484,4963,3931,,2333,772,970,177,953,,494,,,309,421,,405,,,,,,433,2069,4884,,1821,401,468,5967,1378,,,442,381,,,,304,1881,769,1994,6954
2026-09-16 19:11,467,2212,,,500,299,2310,476,,,830,,,,388,,471,519,2667,,484,4963,3931,,2333,772,970,177,953,,494,,,309,421,,405,,,,,,433,2069,4884,,1821,401,468,5967,1378,,,442,381,,,,304,1881,769,1994,6954
2026-09-16 19:16,482,2212,,,545,299,2310,476,,,830,524,373,,388,,,519,2667,,519,4963,3931,,2333,772,,192,1018,,554,,,309,421,,420,,,,,,433,2069,4884,,1821,416,468,5967,1378,,,442,381,,,,304,1881,799,1994,6809
2026-09-16 19:21,482,2212,,,500,319,2310,476,,,830,524,373,440,,,,519,2767,,484,5143,3931,,2333,772,970,192,1018,,554,,,309,436,,420,,,,,,448,2069,4884,,1821,416,468,5967,1418,,,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:26,482,2212,,,500,319,2310,476,,,830,524,373,440,,,,519,2767,,484,5143,3931,,2333,772,970,192,1018,,554,,,309,436,,420,,,,,,448,2069,4884,,1821,416,468,5967,1418,,,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:31,482,2212,,,545,339,2310,491,,,830,524,373,440,,,,519,2767,,,5143,3931,,2333,772,970,192,1018,,554,,,309,451,,435,,,,,,463,2069,4884,,1821,416,468,5967,1418,,,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:36,482,2247,,,545,339,2310,491,,,830,,373,440,388,,,519,2767,,484,5143,3931,,2333,772,970,192,1018,,494,,,309,451,,435,,,,,,463,2069,4884,,1821,416,488,5967,1418,,,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:41,482,2247,,,,339,2310,491,,,830,,373,440,388,,,519,2767,,484,5143,3931,,2333,772,970,192,1018,,494,,,309,451,,450,,,,,,463,2069,4884,,1821,431,488,5967,1418,,,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:46,482,2247,,,500,339,2310,491,,,875,524,373,440,,,,519,2767,,519,5143,3931,,2333,,970,177,1018,,,,,309,451,,450,,,,2268,,463,2069,4884,,1821,431,488,5967,1418,,2130,462,381,,,,284,1881,769,1994,6954
2026-09-16 19:51,497,2247,,,545,339,2310,491,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,192,1018,,524,,,309,451,,450,,4767,,2303,,463,2069,4884,,1821,431,488,5967,1418,,2130,462,381,,,,284,1881,769,1994,7099
2026-09-16 19:56,497,2247,,,545,339,2310,491,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,192,1018,,524,,,309,451,,435,,4767,,2303,,463,2069,4884,,1821,431,488,5967,1418,,2130,462,381,,,,284,1881,709,1994,7099
2026-09-16 20:01,497,2247,,,545,339,2310,491,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,192,1018,,524,,,309,451,,435,,4767,,2303,,463,2069,4884,,1821,431,488,5967,1418,,2130,462,381,,,,284,1881,709,1994,7099
2026-09-16 20:06,497,2247,,,500,339,2310,491,,,830,524,373,,,,,519,2767,,484,5143,3931,,2373,772,970,177,1018,3275,554,,,309,451,,450,,4832,,2303,,463,2069,4979,,1821,431,508,5967,1418,,2130,462,381,,,,284,1881,709,1994,7099
2026-09-16 20:11,497,2247,,,,339,2310,491,,,830,,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,177,1018,3275,554,,,309,451,,450,,4767,,2303,,463,2069,4979,,1821,431,508,5967,1418,,2130,462,381,,688,,284,1881,709,1994,7099
2026-09-16 20:16,497,2247,,,590,339,2310,491,,,830,,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,177,953,3275,554,,,309,451,,450,,4767,,2303,,463,2069,4979,,1821,431,508,5967,1418,,2130,482,381,,688,,284,1881,739,1994,7099
2026-09-16 20:21,512,2247,,,500,339,2310,491,,,830,524,373,440,,,,519,2767,2197,519,,3931,,2373,772,970,177,,3275,554,,,309,451,,435,,4832,,2303,,478,2069,4979,,1821,431,508,5967,1418,,2130,482,381,,688,,284,1881,739,1994,7099
2026-09-16 20:26,512,2247,,,500,339,2310,491,,,830,524,373,440,,,,519,2767,2197,519,,3931,,2373,772,970,177,1018,3275,584,,,309,451,,435,,4832,,2303,,478,2069,4979,,1821,431,508,5967,1418,,2130,482,381,,688,,284,1881,739,1994,7099
2026-09-16 20:31,512,2247,,,500,339,2310,506,,,830,524,373,440,,,,519,2767,2197,519,,3931,,2373,772,970,177,1018,3275,584,,,309,451,,435,,4832,,2303,,478,2069,4979,,1821,431,508,5967,1418,,2130,482,381,,688,,284,1881,739,1994,7099
2026-09-16 20:36,512,2247,,,500,339,2310,506,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,177,1018,3275,584,,,309,451,,450,,4832,,2303,,478,2114,4979,,1821,431,508,5967,1418,,2130,482,381,,688,,284,1921,709,1994,7099
2026-09-16 20:41,512,2247,,,,299,2310,,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,177,1018,3275,584,,,309,451,,450,,4962,,2303,,478,2114,4979,,1856,431,508,5967,1418,,2130,482,381,,688,,284,1921,709,1994,7099
2026-09-16 20:46,512,2282,,,545,299,2310,521,,,830,524,373,440,,,,519,2767,,519,5143,3931,,2373,772,970,177,1018,3275,584,,,309,451,,450,,4962,,2303,,478,2114,4979,,1856,431,508,5967,1418,,2130,502,381,,688,,284,1921,739,1994,7099
2026-09-16 20:51,512,2282,,,500,359,2310,521,,,830,524,373,440,,,,519,2767,,519,,3931,,2413,772,970,177,953,,584,,,309,451,,450,,4962,2163,2303,,478,2114,4979,,1856,491,508,5967,1418,,2130,502,381,,688,,284,1921,739,1994,7099
2026-09-16 20:56,512,2282,,,500,359,2310,521,,,830,524,373,440,,,,519,2767,,519,,3931,,2413,772,970,177,953,,554,,,309,451,,450,,4962,2163,2303,,478,2114,4979,,1856,491,508,5967,1418,,2130,502,381,,688,,284,1921,769,1994,7099
2026-09-16 21:01,512,2282,,,545,359,2310,521,,,830,524,373,440,,,,519,2767,,484,5143,3986,,2413,772,970,177,,3275,554,,,309,466,,450,,4962,,2303,,493,2114,4979,,1856,491,508,5967,1418,5494,2130,502,381,,688,,284,1921,769,1994,7099
2026-09-16 21:06,512,2282,,,545,359,2310,521,,,830,524,373,440,,,,519,2767,,484,5143,3986,,2413,772,970,177,1018,3275,584,,,309,466,,450,,4962,,2303,,493,2114,4979,,1856,491,508,5967,1418,5494,2130,502,381,,688,,284,1921,799,1994,7099
2026-09-16 21:11,512,2282,,,545,339,2345,521,,,830,,373,,,,,519,2767,,519,5143,3986,,2413,772,970,177,1018,3275,584,,,309,466,,465,,5027,2193,2303,,493,2114,4979,,1856,491,508,5967,1418,5494,2170,502,381,,688,,284,1921,799,1994,7099
2026-09-16 21:16,512,2282,,,545,339,2345,521,,,830,,373,,,,,519,2767,,519,5143,3986,,2413,,970,177,1018,3275,524,,,309,466,,465,,5027,2193,2303,,493,2114,4979,,1856,491,508,5967,1418,5494,2170,502,381,,688,,284,1921,799,1994,7099
2026-09-16 21:21,512,2282,,,545,339,2345,521,,5457,,544,373,440,,1560,,519,2767,,484,5143,4041,,2413,,970,177,1018,,494,,,309,466,,465,,5027,2193,2303,,493,2114,4979,,1856,491,508,5967,1418,5494,2170,502,381,,688,,284,1921,799,1994,7099
